,Unnamed: 0,ssyk_2012_kod,url,code,title,description,english
395,396,8192,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8192,8192,"Processövervakare, kemisk industri","Styr och övervakar exempelvis pumpar och kompressorer på anläggningar för raffinering och annan behandling av petroleum eller petroleumbaserade produkter. Sköter anläggningar för behandling av kemikalier genom krossning, upphettning, blandning, destillering, filtrering m.m.","['It controls and supervises, for example, pumps and compressors at refining facilities and other treatment facilities for oil or petroleum-based products, expensive facilities for the treatment of chemicals through fracturing, heating, mixing, distillation, filtration, etc.']"
396,397,8193,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8193,8193,"Processövervakare, metallproduktion","Styr och övervakar processtyrda ugnar m.m. för smältning, omvandling och raffinering av malm och metall.","['Controls and oversees process-driven furnaces for the melting, transformation and refining of manure and metals.']"
397,398,8199,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8199,8199,Övriga drifttekniker och processövervakare,Utför annat arbete inom drift- och processöver­vakning än inom 8191<U+0096>8193. Exempel på arbetsuppgifter: Styr och övervakar industrirobotar.,"['Do other work in steering and process control than in 8191, 8193. Example of work assignments: steer and supervise industrial robots.']"
398,399,8211,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8211,8211,Fordonsmontörer,"Monterar i seriemässig tillverkning större och mindre komponenter till maskiner, motorer och fordon genom att t.ex. skruva, svetsa, löda, nita eller limma.","['Integrates in the serial manufacturing of larger and smaller components for machines, engines and vehicles by, for example, screwing, welding, measuring, riveting or gluing.']"
399,400,8212,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8212,8212,"Montörer, elektrisk och elektronisk utrustning","Sätter i seriemässig tillverkning samman el- och teleutrustning genom att t.ex. skruva, löda och svetsa.","['Seriously manufactured saws that join electrical and telecommunications equipment by, say, screwing, welding and so on.']"
400,401,8213,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8213,8213,"Montörer, metall-, gummi- och plastprodukter","Sätter i seriemässig tillverkning samman komponenter av metall, gummi och plast till olika pro­dukter som t.ex. leksaker, sportartiklar och cyklar. Lagar punkteringar, monterar nya däck och balanserar hjul.","['Seriously manufactured components from metal, rubber and plastic to make various products like toys, sporting goods and bicycles, laying pontoons, mounting new tires and balancing wheels.']"
401,402,8214,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8214,8214,"Montörer, träprodukter",Sätter i seriemässig tillverkning samman komponenter av trä till olika produkter som t.ex. möbler.,['Seeds in serial manufacturing are combining wood components for different products like furniture.']
402,403,8219,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8219,8219,Övriga montörer,"Utför annat monteringsarbete än inom 8211<U+0096>8214. Exempel på arbetsuppgifter: Sätter i seriemässig tillverkning samman komponenter av exempelvis papp, textil, läder och liknande material till olika produkter.","['For example, in manufacturing, other than in 8211, 8214, for example, for example, for example, in serial manufacturing, putting together components of, say, paper, textiles, leather and the like, into different products.']"
403,404,8311,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8311,8311,Lokförare,"Framför lok, motorvagnar, pendeltåg, tunnelbana och växlingslok i person- och godstrafik.","['In front of trains, wagons, trolley trains, subway trains and express trains in person and goods traffic.']"
404,405,8312,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8312,8312,Bangårdspersonal,"Växlar och iordningställer tåg på bangårdar samt säkerhetssynar och provbromsar dem. Sköter vagnupptagningen, rangeringen, vagnexpediering och godshantering. Utför enklare underhåll av fordon.","['Picks up and organizes trains on runways and safety checks and inspects them, fine-tunes wagons selection, classification, trucking and goods handling, simplifies vehicle maintenance.']"
405,406,8321,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8321,8321,Taxiförare m.fl.,Kör taxi- och personbilar samt minibussar för att transportera passagerare. Assisterar passagerare vid behov.,['Drive taxis and buses and coaches to transport passengers; assist passengers in case of need.']
406,407,8329,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8329,8329,"Övriga bil-, motorcykel- och cykelförare","Utför annat bilförararbete än inom 8321. Exempel på arbetsuppgifter: Kör personbil, motorcykel, cykel eller minibuss för att transportera varor.","[""Perform other car-sharing tasks than those assigned in 8321. For example, take a job: Drive a person's car, a motorcycle, a bicycle or a minibus to transport goods.""]"
407,408,8331,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8331,8331,Buss- och spårvagnsförare,"Kör buss, trådbuss eller spårvagn för att transportera passagerare. Kontrollerar biljetter och färdbevis samt ropar ut hållplatser. Ansvarar för passagerares säkerhet under färden.","[""Drive a bus, a coach or a truck to transport passengers, check their tickets and their passports, call destinations, make sure they're safe while they're at it.""]"
408,409,8332,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8332,8332,Lastbilsförare m.fl.,Kör tung lastbil och transporterar och hanterar gods. Beräknar godsets vikt och volym och medverkar i lastning och lossning. Transporterar och bärgar fordon. Kör bokbuss.,"['Driving heavy trucks, transporting and managing goods, calculating the weight and volume of goods, contributing to loading and unloading, transporting and carrying vehicles, driving bookmobiles.']"
409,410,8341,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8341,8341,Förare av jordbruks- och skogsmaskiner,"Kör skogsmaskiner i samband med gallring och slutavverkning av skog. Kör och sköter jordbruksmaskiner exempelvis i samband med plöjning, harvning, sådd och skörd.","['Drive forest machines in connection with clearing and forest clearing, drive and operate agricultural machines in connection with, for example, logging, deforestation, harvesting and harvesting.']"
410,411,8342,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8342,8342,Anläggningsmaskinförare m.fl.,"Kör maskiner för grävning, schaktning och lastning av till exempel jord, sten, grus och sand samt för beläggning av asfalt, betong m.m. Sköter och övervakar mudderverk och pålmaski­ner. Kör maskiner för gatusopning och snöröjning samt is- och pistmaskiner.","['Driving machines for excavating, tilling and loading, for example, of soil, rock, mining and sand, as well as for coating asphalt, concrete, etc., welding and overseeing of sewage treatment plants and furnaces, driving machines for street clearance and snow clearance, as well as ice cutters and sawmills.']"
411,412,8343,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8343,8343,Kranförare m.fl.,Manövrerar och styr kranar och lyftanordningar. Sköter och övervakar linbanor och skidliftar m.m.,"['Driving and operating crane and lift systems, scouting and overseeing lanes and ski lifts, etc.']"
412,413,8344,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8344,8344,Truckförare,"Använder truck eller liknande fordon som transporterar, lyfter, lastar, lossar och staplar gods.","['Using trucks or similar vehicles that carry, lift, load, unload and stack goods.']"
413,414,8350,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=8350,8350,Matroser och jungmän m.fl.,"Håller utkik samt manövrerar och styr fartyg enligt instruktioner. Sköter däcksutrustning, rengör och målar däck och skrov.","['Hold fast and navigate ships as instructed, weld tires, clean tires, paint tires, loads.']"
414,415,9111,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=9111,9111,Städare,"Städar och rengör lokaler som t.ex. affärer, bostäder, hotell, industrier, kontor, restauranger och skolor. Städar fordon som t.ex. bussar, tunnelbane- och järnvägsvagnar samt fartyg och flygplan.","['It cuts and cleans up places like shops, housing, hotels, industries, offices, restaurants and schools, it cuts vehicles like buses, subways and railways, and ships and planes.']"
415,416,9119,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=9119,9119,Övrig hemservicepersonal m.fl.,"Utför annat hushållsnära arbete än inom 9111. Exempel på arbetsuppgifter: Handlar, lagar mat, städar och passar barn m.m.","['Do household chores other than those assigned to 9111. For example, do chores like hand-washing, cooking, cleaning, fixing kids, etc.']"
416,417,9120,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=9120,9120,"Bilrekonditionerare, fönsterputsare och övriga rengöringsarbetare","Utför rekonditioneringsarbete och fordonsvård. Rengör fönster, skyltfönster och glasväggar. Utför övrigt rengöringsarbete.","['Performs air conditioning and vehicle maintenance, window cleaning, signposting, glass walls, and, incidentally, window cleaning.']"
417,418,9210,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=9210,9210,Bärplockare och plantörer m.fl.,"Skördar grönsaker, frukt och bär. Röjer, gräver, planterar, rensar, gallrar, stackar m.m., med hjälp av handredskap och handverktyg. Rengör stallar och ladugårdar.","['Harvests vegetables, fruits and berries, roots, grasses, plants, cleans, gallops, piles, etc., with hand tools and hand tools, carves stables and barns.']"
418,419,9310,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=9310,9310,Grovarbetare inom bygg och anläggning,"Röjer, river och hanterar material på bygg­arbetsplatser. Assisterar vid maskinellt schaktarbete på bygg- och anläggningsarbeten. Lastar, lossar och behandlar torv.","['He cleans, drains and manages materials at construction sites, assists with mechanical welding in construction and assembly work, lays, unloads and treats dust.']"
419,420,9320,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=9320,9320,Handpaketerare och andra fabriksarbetare,"Fyller och tillsluter förpackningar för hand. Etiketterar, packar, emballerar och väger gods manuellt samt sorterar produkter. Hanterar och rengör material och produkter i samband med tillverkning.","['Filling and packing manually, labeling, packing, packaging and weighing by hand, sorting products, handling and cleaning materials and products in connection with manufacturing.']"
420,421,9331,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=9331,9331,Hamnarbetare,Lastar och lossar gods samt dirigerar trafik i hamnar.,['It loads and unloads goods and directs traffic in ports.']
421,422,9411,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=9411,9411,Pizzabagare m.fl.,Bakar pizzor och tillreder andra maträtter exempelvis på pizzeria eller gatukök.,"['Batter pizzas and cook other dishes, for example, in the pizza parlor or on the street corner.']"
422,423,9412,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=9412,9412,Restaurang- och köksbiträden m.fl.,"Portionerar mat, tar emot betalning i kassa samt plockar disk och diskar inom restaurang eller storkök. Förbereder mat, sköljer, skalar och hackar grönsaker. Deltar i enklare matlagning. Ansvarar för frukostservering.","['Take portions of food, accept cash transfers, picks up dishes and plates from restaurants or convenience stores, prepares food, cooks lettuces and shrimp and pickles, participates in easier cooking, serves breakfast buffets.']"
423,424,9413,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=9413,9413,Kafé- och konditoribiträden,"Säljer och serverar kaffebröd, kaffe och andra drycker samt bereder, säljer och serverar smörgåsar, sallader och andra smårätter på ett kafé eller konditori. Tar betalt och ansvarar för kassa.","[""He sells and serves coffee, coffee and other beverages, and he prepares, sells and serves sandwiches and salads and other snacks in a cafe or a restaurant, and he's paid and accountable for the mess.""]"
